name,website,district,state,region_category,party,committee
"Adams, Alma",https://adams.house.gov,North Carolina 12th,North Carolina,state,D,Agriculture|Education and Workforce
"Aderholt, Robert",https://aderholt.house.gov/,Alabama 4th,Alabama,state,R,Appropriations
"Aguilar, Pete",https://aguilar.house.gov/,California 33rd,California,state,D,Appropriations
"Alford, Mark",https://alford.house.gov,Missouri 4th,Missouri,state,R,Appropriations|Small Business
"Allen, Rick",https://allen.house.gov,Georgia 12th,Georgia,state,R,Education and Workforce|Energy and Commerce
"Amo, Gabe",https://amo.house.gov,Rhode Island 1st,Rhode Island,state,D,"Budget|Foreign Affairs|Science, Space, and Technology"
"Amodei, Mark",https://amodei.house.gov,Nevada 2nd,Nevada,state,R,Appropriations|Natural Resources
"Ansari, Yassamin",https://ansari.house.gov/,Arizona 3rd,Arizona,state,D,Oversight and Government Reform|Natural Resources
"Arrington, Jodey",https://arrington.house.gov,Texas 19th,Texas,state,R,Budget|Ways and Means
"Auchincloss, Jake",https://auchincloss.house.gov,Massachusetts 4th,Massachusetts,state,D,Energy and Commerce
"Babin, Brian",https://babin.house.gov,Texas 36th,Texas,state,R,"Transportation and Infrastructure|Science, Space, and Technology"
"Bacon, Don",https://bacon.house.gov,Nebraska 2nd,Nebraska,state,R,Agriculture|Armed Services
"Baird, James",https://baird.house.gov/,Indiana 4th,Indiana,state,R,"Agriculture|Foreign Affairs|Science, Space, and Technology"
"Balderson, Troy",https://balderson.house.gov,Ohio 12th,Ohio,state,R,Energy and Commerce
"Balint, Becca",https://balint.house.gov,Vermont At Large,Vermont,state,D,Budget|Judiciary
"Barr, Andy",https://barr.house.gov/,Kentucky 6th,Kentucky,state,R,Financial Services|Foreign Affairs|Select Comm on the Strategic Competition US and China
"Barragan, Nanette",https://barragan.house.gov,California 44th,California,state,D,Energy and Commerce
"Barrett, Tom",https://barrett.house.gov/,Michigan 7th,Michigan,state,R,Transportation and Infrastructure|Veterans' Affairs
"Baumgartner, Michael",https://baumgartner.house.gov/,Washington 5th,Washington,state,R,Education and Workforce|Foreign Affairs|Judiciary
"Bean, Aaron",https://bean.house.gov,Florida 4th,Florida,state,R,Ways and Means
"Beatty, Joyce",https://beatty.house.gov,Ohio 3rd,Ohio,state,D,Financial Services
"Begich, Nicholas",https://begich.house.gov/,Alaska At Large,Alaska,state,R,"Natural Resources|Transportation and Infrastructure|Science, Space, and Technology"
"Bell, Wesley",https://bell.house.gov/,Missouri 1st,Missouri,state,D,Armed Services|Oversight and Government Reform
"Bentz, Cliff",https://bentz.house.gov,Oregon 2nd,Oregon,state,R,Energy and Commerce|Natural Resources
"Bera, Ami",https://bera.house.gov,California 6th,California,state,D,Foreign Affairs|Intelligence
"Bergman, Jack",https://bergman.house.gov,Michigan 1st,Michigan,state,R,Armed Services|Budget|Veterans' Affairs
"Beyer, Donald",https://beyer.house.gov,Virginia 8th,Virginia,state,D,"Science, Space, and Technology|Ways and Means"
"Bice, Stephanie",https://bice.house.gov,Oklahoma 5th,Oklahoma,state,R,Appropriations|House Administration
"Biggs, Andy",https://biggs.house.gov,Arizona 5th,Arizona,state,R,Oversight and Government Reform|Judiciary
"Biggs, Sheri",https://sheribiggs.house.gov/,South Carolina 3rd,South Carolina,state,R,"Foreign Affairs|Homeland Security|Science, Space, and Technology"
"Bilirakis, Gus",https://bilirakis.house.gov/,Florida 12th,Florida,state,R,Energy and Commerce|Select Comm on the Strategic Competition US and China
"Bishop, Sanford",https://bishop.house.gov/,Georgia 2nd,Georgia,state,D,Appropriations
"Boebert, Lauren",https://boebert.house.gov,Colorado 4th,Colorado,state,R,Oversight and Government Reform|Natural Resources
"Bonamici, Suzanne",https://bonamici.house.gov,Oregon 1st,Oregon,state,D,"Education and Workforce|Science, Space, and Technology"
"Bost, Mike",https://bost.house.gov/,Illinois 12th,Illinois,state,R,Agriculture|Transportation and Infrastructure|Veterans' Affairs
"Boyle, Brendan",https://boyle.house.gov/,Pennsylvania 2nd,Pennsylvania,state,D,Budget|Ways and Means
"Brecheen, Josh",https://brecheen.house.gov,Oklahoma 2nd,Oklahoma,state,R,Budget|Homeland Security
"Bresnahan, Robert",https://bresnahan.house.gov/,Pennsylvania 8th,Pennsylvania,state,R,Agriculture|Transportation and Infrastructure|Small Business
"Brown, Shontel",https://shontelbrown.house.gov,Ohio 11th,Ohio,state,D,Agriculture|Oversight and Government Reform|Select Comm on the Strategic Competition US and China
"Brownley, Julia",https://juliabrownley.house.gov,California 26th,California,state,D,Natural Resources|Transportation and Infrastructure|Veterans' Affairs
"Buchanan, Vern",https://buchanan.house.gov/,Florida 16th,Florida,state,R,Joint Committee on Taxation|Ways and Means
"Budzinski, Nikki",https://budzinski.house.gov,Illinois 13th,Illinois,state,D,Agriculture|Veterans' Affairs
"Burchett, Tim",https://burchett.house.gov,Tennessee 2nd,Tennessee,state,R,Foreign Affairs|Oversight and Government Reform|Transportation and Infrastructure
"Burlison, Eric",https://burlison.house.gov,Missouri 7th,Missouri,state,R,Oversight and Government Reform|Transportation and Infrastructure
"Bynum, Janelle",https://bynum.house.gov/,Oregon 5th,Oregon,state,D,Financial Services
"Calvert, Ken",https://calvert.house.gov/,California 41st,California,state,R,Appropriations
"Cammack, Kat",https://cammack.house.gov,Florida 3rd,Florida,state,R,Agriculture|Energy and Commerce
"Carbajal, Salud",https://carbajal.house.gov,California 24th,California,state,D,Agriculture|Armed Services|Transportation and Infrastructure
"Carey, Mike",https://carey.house.gov,Ohio 15th,Ohio,state,R,Budget|House Administration|Joint Committee of Congress on the Library|Ways and Means
"Carson, Andre",https://carson.house.gov/,Indiana 7th,Indiana,state,D,Intelligence|Transportation and Infrastructure|Select Comm on the Strategic Competition US and China
"Carter, Earl",https://buddycarter.house.gov/,Georgia 1st,Georgia,state,R,Budget|Energy and Commerce
"Carter, John",https://carter.house.gov/,Texas 31st,Texas,state,R,Appropriations
"Carter, Troy",https://troycarter.house.gov,Louisiana 2nd,Louisiana,state,D,Homeland Security|Energy and Commerce
"Casar, Greg",https://casar.house.gov,Texas 35th,Texas,state,D,Education and Workforce|Oversight and Government Reform
"Case, Ed",https://case.house.gov/,Hawaii 1st,Hawaii,state,D,Appropriations
"Casten, Sean",https://casten.house.gov,Illinois 6th,Illinois,state,D,Financial Services
"Castor, Kathy",https://castor.house.gov/,Florida 14th,Florida,state,D,Energy and Commerce|Select Comm on the Strategic Competition US and China
"Castro, Joaquin",https://castro.house.gov,Texas 20th,Texas,state,D,Foreign Affairs|Intelligence
"Cherfilus-McCormick, Sheila",https://cherfilus-mccormick.house.gov/,Florida 20th,Florida,state,D,Foreign Affairs|Veterans' Affairs
"Chu, Judy",https://chu.house.gov/,California 28th,California,state,D,Budget|Ways and Means
"Ciscomani, Juan",https://ciscomani.house.gov,Arizona 6th,Arizona,state,R,Appropriations|Veterans' Affairs
"Cisneros, Gilbert",https://cisneros.house.gov/,California 31st,California,state,D,Armed Services|Small Business
"Clark, Katherine",https://katherineclark.house.gov/index.cfm/home,Massachusetts 5th,Massachusetts,state,D,
"Clarke, Yvette",https://clarke.house.gov/,New York 9th,New York,state,D,Energy and Commerce
"Cleaver, Emanuel",https://cleaver.house.gov,Missouri 5th,Missouri,state,D,Financial Services
"Cline, Ben",https://cline.house.gov,Virginia 6th,Virginia,state,R,Appropriations|Budget|Intelligence|Judiciary
"Cloud, Michael",https://cloud.house.gov,Texas 27th,Texas,state,R,Appropriations|Oversight and Government Reform
"Clyburn, James",https://clyburn.house.gov/,South Carolina 6th,South Carolina,state,D,Appropriations
"Clyde, Andrew",https://clyde.house.gov,Georgia 9th,Georgia,state,R,Appropriations|Budget
"Cohen, Steve",https://cohen.house.gov/,Tennessee 9th,Tennessee,state,D,Intelligence|Judiciary
"Cole, Tom",https://cole.house.gov,Oklahoma 4th,Oklahoma,state,R,Appropriations
"Collins, Mike",https://collins.house.gov,Georgia 10th,Georgia,state,R,"Natural Resources|Transportation and Infrastructure|Science, Space, and Technology"
"Comer, James",https://comer.house.gov/,Kentucky 1st,Kentucky,state,R,Education and Workforce|Oversight and Government Reform
"Conaway, Herbert",https://conaway.house.gov/,New Jersey 3rd,New Jersey,state,D,Armed Services|Small Business|Veterans' Affairs
"Correa, J.",https://correa.house.gov,California 46th,California,state,D,Homeland Security|Judiciary
"Costa, Jim",https://costa.house.gov/,California 21st,California,state,D,Agriculture|Foreign Affairs
"Courtney, Joe",https://courtney.house.gov/,Connecticut 2nd,Connecticut,state,D,Armed Services|Education and Workforce
"Craig, Angie",https://craig.house.gov,Minnesota 2nd,Minnesota,state,D,Agriculture
"Crane, Elijah",https://crane.house.gov,Arizona 2nd,Arizona,state,R,Oversight and Government Reform|Homeland Security
"Crank, Jeff",https://crank.house.gov/,Colorado 5th,Colorado,state,R,Armed Services|Natural Resources
"Crawford, Eric",https://crawford.house.gov/,Arkansas 1st,Arkansas,state,R,Agriculture|Intelligence|Transportation and Infrastructure
"Crenshaw, Dan",https://crenshaw.house.gov/,Texas 2nd,Texas,state,R,Energy and Commerce|Intelligence
"Crockett, Jasmine",https://crockett.house.gov,Texas 30th,Texas,state,D,"Oversight and Government Reform|Judiciary|Select Subcomm to Investigate Questions about Jan 6, 2021"
"Crow, Jason",https://crow.house.gov/,Colorado 6th,Colorado,state,D,Armed Services|Intelligence
"Cuellar, Henry",https://cuellar.house.gov/,Texas 28th,Texas,state,D,Appropriations
"Davids, Sharice",https://davids.house.gov/,Kansas 3rd,Kansas,state,D,Agriculture|Transportation and Infrastructure
"Davidson, Warren",https://davidson.house.gov/,Ohio 8th,Ohio,state,R,Financial Services|Foreign Affairs
"Davis, Danny",https://davis.house.gov,Illinois 7th,Illinois,state,D,Ways and Means
"Davis, Donald",https://dondavis.house.gov,North Carolina 1st,North Carolina,state,D,Agriculture|Armed Services
"Dean, Madeleine",https://dean.house.gov,Pennsylvania 4th,Pennsylvania,state,D,Appropriations|Foreign Affairs
"DeGette, Diana",https://degette.house.gov,Colorado 1st,Colorado,state,D,Energy and Commerce
"De La Cruz, Monica",https://delacruz.house.gov,Texas 15th,Texas,state,R,Agriculture|Financial Services
"DeLauro, Rosa",https://delauro.house.gov/,Connecticut 3rd,Connecticut,state,D,Appropriations
"DelBene, Suzan",https://delbene.house.gov,Washington 1st,Washington,state,D,Ways and Means
"Deluzio, Christopher",https://deluzio.house.gov,Pennsylvania 17th,Pennsylvania,state,D,Armed Services|Transportation and Infrastructure
"DeSaulnier, Mark",https://desaulnier.house.gov/,California 10th,California,state,D,Education and Workforce|Transportation and Infrastructure|Ethics
"DesJarlais, Scott",https://desjarlais.house.gov/,Tennessee 4th,Tennessee,state,R,Agriculture|Armed Services
"Dexter, Maxine",https://dexter.house.gov/,Oregon 3rd,Oregon,state,D,Natural Resources|Veterans' Affairs
"Diaz-Balart, Mario",https://mariodiazbalart.house.gov/,Florida 26th,Florida,state,R,Appropriations
"Dingell, Debbie",https://debbiedingell.house.gov/,Michigan 6th,Michigan,state,D,Energy and Commerce|Natural Resources
"Doggett, Lloyd",https://doggett.house.gov,Texas 37th,Texas,state,D,Budget|Joint Committee on Taxation|Ways and Means
"Donalds, Byron",https://donalds.house.gov,Florida 19th,Florida,state,R,Financial Services|Oversight and Government Reform
"Downing, Troy",https://downing.house.gov/,Montana 2nd,Montana,state,R,Financial Services|Small Business
"Dunn, Neal",https://dunn.house.gov,Florida 2nd,Florida,state,R,Energy and Commerce|Select Comm on the Strategic Competition US and China
"Edwards, Chuck",https://edwards.house.gov,North Carolina 11th,North Carolina,state,R,Appropriations|Budget
"Elfreth, Sarah",https://elfreth.house.gov/,Maryland 3rd,Maryland,state,D,Armed Services|Natural Resources
"Ellzey, Jake",https://ellzey.house.gov/,Texas 6th,Texas,state,R,Appropriations|Small Business
"Emmer, Tom",https://emmer.house.gov/,Minnesota 6th,Minnesota,state,R,Financial Services
"Escobar, Veronica",https://escobar.house.gov,Texas 16th,Texas,state,D,Appropriations|Budget
"Espaillat, Adriano",https://espaillat.house.gov,New York 13th,New York,state,D,Appropriations
"Estes, Ron",https://estes.house.gov/,Kansas 4th,Kansas,state,R,Budget|Ways and Means
"Evans, Dwight",https://evans.house.gov/,Pennsylvania 3rd,Pennsylvania,state,D,Ways and Means
"Evans, Gabe",https://gabeevans.house.gov/,Colorado 8th,Colorado,state,R,Homeland Security|Energy and Commerce
"Ezell, Mike",https://ezell.house.gov,Mississippi 4th,Mississippi,state,R,Natural Resources|Transportation and Infrastructure
"Fallon, Pat",https://fallon.house.gov,Texas 4th,Texas,state,R,Armed Services|Oversight and Government Reform|Intelligence
"Fedorchak, Julie",https://fedorchak.house.gov/,North Dakota At Large,North Dakota,state,R,Energy and Commerce
"Feenstra, Randy",https://feenstra.house.gov,Iowa 4th,Iowa,state,R,Agriculture|Ways and Means
"Fields, Cleo",https://fields.house.gov/,Louisiana 6th,Louisiana,state,D,Financial Services
"Figures, Shomari",https://figures.house.gov/,Alabama 2nd,Alabama,state,D,Agriculture|Transportation and Infrastructure
"Fine, Randy",https://fine.house.gov/,Florida 6th,Florida,state,R,Education and Workforce|Foreign Affairs
"Finstad, Brad",https://finstad.house.gov/,Minnesota 1st,Minnesota,state,R,Agriculture|Armed Services|Small Business
"Fischbach, Michelle",https://fischbach.house.gov,Minnesota 7th,Minnesota,state,R,Rules|Ways and Means
"Fitzgerald, Scott",https://fitzgerald.house.gov,Wisconsin 5th,Wisconsin,state,R,Financial Services|Judiciary
"Fitzpatrick, Brian",https://fitzpatrick.house.gov/,Pennsylvania 1st,Pennsylvania,state,R,Intelligence|Ways and Means
"Fleischmann, Charles",https://fleischmann.house.gov/,Tennessee 3rd,Tennessee,state,R,"Appropriations|Science, Space, and Technology"
"Fletcher, Lizzie",https://fletcher.house.gov,Texas 7th,Texas,state,D,Energy and Commerce
"Flood, Mike",https://flood.house.gov/,Nebraska 1st,Nebraska,state,R,Financial Services
"Fong, Vince",https://fong.house.gov/,California 20th,California,state,R,"Homeland Security|Transportation and Infrastructure|Science, Space, and Technology"
"Foster, Bill",https://foster.house.gov,Illinois 11th,Illinois,state,D,"Financial Services|Science, Space, and Technology"
"Foushee, Valerie",https://foushee.house.gov,North Carolina 4th,North Carolina,state,D,"Transportation and Infrastructure|Science, Space, and Technology"
"Foxx, Virginia",https://foxx.house.gov/,North Carolina 5th,North Carolina,state,R,Education and Workforce|Oversight and Government Reform|Rules
"Frankel, Lois",https://frankel.house.gov,Florida 22nd,Florida,state,D,Appropriations
"Franklin, Scott",https://franklin.house.gov,Florida 18th,Florida,state,R,"Appropriations|Science, Space, and Technology"
"Friedman, Laura",https://friedman.house.gov/,California 30th,California,state,D,"Transportation and Infrastructure|Science, Space, and Technology"
"Frost, Maxwell",https://frost.house.gov,Florida 10th,Florida,state,D,Oversight and Government Reform|Transportation and Infrastructure
"Fry, Russell",https://fry.house.gov,South Carolina 7th,South Carolina,state,R,Energy and Commerce|Judiciary
"Fulcher, Russ",https://fulcher.house.gov/,Idaho 1st,Idaho,state,R,Energy and Commerce|Natural Resources
"Garamendi, John",https://garamendi.house.gov/,California 8th,California,state,D,Armed Services|Transportation and Infrastructure
"Garbarino, Andrew",https://garbarino.house.gov,New York 2nd,New York,state,R,Financial Services|Homeland Security|Ethics
"Garcia, Jesus",https://chuygarcia.house.gov/,Illinois 4th,Illinois,state,D,Judiciary|Transportation and Infrastructure
"Garcia, Robert",https://robertgarcia.house.gov,California 42nd,California,state,D,Oversight and Government Reform|Transportation and Infrastructure
"Garcia, Sylvia",https://sylviagarcia.house.gov/,Texas 29th,Texas,state,D,Financial Services|Ethics
"Gill, Brandon",https://gill.house.gov/,Texas 26th,Texas,state,R,Budget|Oversight and Government Reform|Judiciary
"Gillen, Laura",https://gillen.house.gov/,New York 4th,New York,state,D,"Transportation and Infrastructure|Science, Space, and Technology"
"Gimenez, Carlos",https://gimenez.house.gov,Florida 28th,Florida,state,R,Armed Services|Homeland Security|Select Comm on the Strategic Competition US and China
"Golden, Jared",https://golden.house.gov,Maine 2nd,Maine,state,D,Armed Services|Natural Resources
"Goldman, Craig",https://craiggoldman.house.gov/,Texas 12th,Texas,state,R,Energy and Commerce
"Goldman, Daniel",https://goldman.house.gov,New York 10th,New York,state,D,Homeland Security|Judiciary
"Gomez, Jimmy",https://gomez.house.gov/,California 34th,California,state,D,Intelligence|Ways and Means
"Gonzales, Tony",https://gonzales.house.gov,Texas 23rd,Texas,state,R,Appropriations|Homeland Security
"Gonzalez, Vicente",https://gonzalez.house.gov,Texas 34th,Texas,state,D,Financial Services
"Gooden, Lance",https://gooden.house.gov,Texas 5th,Texas,state,R,Armed Services|Judiciary
"Goodlander, Maggie",https://goodlander.house.gov/,New Hampshire 2nd,New Hampshire,state,D,Armed Services|Small Business
"Gosar, Paul",https://gosar.house.gov/,Arizona 9th,Arizona,state,R,Oversight and Government Reform|Natural Resources
"Gottheimer, Josh",https://gottheimer.house.gov,New Jersey 5th,New Jersey,state,D,Financial Services|Intelligence
"Graves, Sam",https://graves.house.gov/,Missouri 6th,Missouri,state,R,Armed Services|Transportation and Infrastructure
"Gray, Adam",https://gray.house.gov/,California 13th,California,state,D,Agriculture|Natural Resources
"Green, Al",https://algreen.house.gov,Texas 9th,Texas,state,D,Financial Services|Homeland Security
"Greene, Marjorie Taylor",https://clerk.house.gov/members/GA14/vacancy,Georgia 14th,Georgia,state,,
"Griffith, H.",https://morgangriffith.house.gov/,Virginia 9th,Virginia,state,R,"House Administration|Energy and Commerce|Select Subcomm to Investigate Questions about Jan 6, 2021|Rules"
"Grijalva, Adelita",https://grijalva.house.gov/,Arizona 7th,Arizona,state,D,Education and Workforce|Natural Resources
"Grothman, Glenn",https://grothman.house.gov,Wisconsin 6th,Wisconsin,state,R,Budget|Education and Workforce|Oversight and Government Reform|Judiciary
"Guest, Michael",https://guest.house.gov,Mississippi 3rd,Mississippi,state,R,Appropriations|Homeland Security|Ethics
"Guthrie, Brett",https://guthrie.house.gov/,Kentucky 2nd,Kentucky,state,R,Energy and Commerce
"Hageman, Harriet",https://hageman.house.gov,Wyoming At Large,Wyoming,state,R,"Natural Resources|Judiciary|Select Subcomm to Investigate Questions about Jan 6, 2021"
"Hamadeh, Abraham",https://hamadeh.house.gov/,Arizona 8th,Arizona,state,R,Armed Services|Veterans' Affairs
"Harder, Josh",https://harder.house.gov/,California 9th,California,state,D,Appropriations
"Haridopolos, Mike",https://haridopolos.house.gov/,Florida 8th,Florida,state,R,"Financial Services|Science, Space, and Technology"
"Harrigan, Pat",https://harrigan.house.gov/,North Carolina 10th,North Carolina,state,R,"Armed Services|Science, Space, and Technology"
"Harris, Andy",https://harris.house.gov/,Maryland 1st,Maryland,state,R,Appropriations
"Harris, Mark",https://markharris.house.gov/,North Carolina 8th,North Carolina,state,R,Agriculture|Education and Workforce|Judiciary
"Harshbarger, Diana",https://harshbarger.house.gov,Tennessee 1st,Tennessee,state,R,Energy and Commerce
"Hayes, Jahana",https://hayes.house.gov,Connecticut 5th,Connecticut,state,D,Agriculture|Education and Workforce
"Hern, Kevin",https://hern.house.gov,Oklahoma 1st,Oklahoma,state,R,Ways and Means
"Hernandez, Pablo",https://hernandez.house.gov/,Puerto Rico Resident Commissioner,Puerto Rico,us_territories,D,Homeland Security|Natural Resources
"Higgins, Clay",https://clayhiggins.house.gov,Louisiana 3rd,Louisiana,state,R,"Armed Services|Oversight and Government Reform|Select Subcomm to Investigate Questions about Jan 6, 2021"
"Hill, J.",https://hill.house.gov/,Arkansas 2nd,Arkansas,state,R,Financial Services|Intelligence
"Himes, James",https://himes.house.gov/,Connecticut 4th,Connecticut,state,D,Financial Services|Intelligence
"Hinson, Ashley",https://hinson.house.gov,Iowa 2nd,Iowa,state,R,Appropriations|Ethics|Select Comm on the Strategic Competition US and China
"Horsford, Steven",https://horsford.house.gov,Nevada 4th,Nevada,state,D,Ways and Means
"Houchin, Erin",https://houchin.house.gov,Indiana 9th,Indiana,state,R,Budget|Energy and Commerce|Rules
"Houlahan, Chrissy",https://houlahan.house.gov/,Pennsylvania 6th,Pennsylvania,state,D,Armed Services|Intelligence
"Hoyer, Steny",https://hoyer.house.gov/,Maryland 5th,Maryland,state,D,Appropriations
"Hoyle, Val",https://hoyle.house.gov,Oregon 4th,Oregon,state,D,Natural Resources|Transportation and Infrastructure
"Hudson, Richard",https://hudson.house.gov,North Carolina 9th,North Carolina,state,R,Energy and Commerce
"Huffman, Jared",https://huffman.house.gov,California 2nd,California,state,D,Natural Resources|Transportation and Infrastructure
"Huizenga, Bill",https://huizenga.house.gov/,Michigan 4th,Michigan,state,R,Financial Services|Foreign Affairs
"Hunt, Wesley",https://hunt.house.gov,Texas 38th,Texas,state,R,Natural Resources|Judiciary
"Hurd, Jeff",https://hurd.house.gov/,Colorado 3rd,Colorado,state,R,"Natural Resources|Transportation and Infrastructure|Science, Space, and Technology"
"Issa, Darrell",https://issa.house.gov,California 48th,California,state,R,"Foreign Affairs|Judiciary|Science, Space, and Technology"
"Ivey, Glenn",https://ivey.house.gov,Maryland 4th,Maryland,state,D,Appropriations|Ethics
"Jack, Brian",https://jack.house.gov/,Georgia 3rd,Georgia,state,R,Oversight and Government Reform|Rules|Small Business
"Jackson, Jonathan",https://jonathanjackson.house.gov,Illinois 1st,Illinois,state,D,Agriculture|Foreign Affairs
"Jackson, Ronny",https://jackson.house.gov,Texas 13th,Texas,state,R,Agriculture|Armed Services|Foreign Affairs|Intelligence
"Jacobs, Sara",https://sarajacobs.house.gov,California 51st,California,state,D,Armed Services|Foreign Affairs
"James, John",https://james.house.gov,Michigan 10th,Michigan,state,R,Energy and Commerce
"Jayapal, Pramila",https://jayapal.house.gov,Washington 7th,Washington,state,D,Budget|Foreign Affairs|Judiciary
"Jeffries, Hakeem",https://jeffries.house.gov,New York 8th,New York,state,D,
"Johnson, Dusty",https://dustyjohnson.house.gov/,South Dakota At Large,South Dakota,state,R,Agriculture|Transportation and Infrastructure|Select Comm on the Strategic Competition US and China
"Johnson, Henry",https://hankjohnson.house.gov/,Georgia 4th,Georgia,state,D,Judiciary|Transportation and Infrastructure
"Johnson, Julie",https://juliejohnson.house.gov/,Texas 32nd,Texas,state,D,Foreign Affairs|House Administration|Homeland Security|Joint Committee of Congress on the Library
"Johnson, Mike",https://mikejohnson.house.gov,Louisiana 4th,Louisiana,state,R,
"Jordan, Jim",https://jordan.house.gov/,Ohio 4th,Ohio,state,R,Oversight and Government Reform|Judiciary
"Joyce, David",https://joyce.house.gov,Ohio 14th,Ohio,state,R,Appropriations
"Joyce, John",https://johnjoyce.house.gov/,Pennsylvania 13th,Pennsylvania,state,R,Energy and Commerce
"Kamlager-Dove, Sydney",https://kamlager-dove.house.gov,California 37th,California,state,D,Foreign Affairs|Judiciary
"Kaptur, Marcy",https://kaptur.house.gov/,Ohio 9th,Ohio,state,D,Appropriations|Budget
"Kean, Thomas",https://kean.house.gov,New Jersey 7th,New Jersey,state,R,Foreign Affairs|Energy and Commerce
"Keating, William",https://keating.house.gov/,Massachusetts 9th,Massachusetts,state,D,Armed Services|Foreign Affairs
"Kelly, Mike",https://kelly.house.gov,Pennsylvania 16th,Pennsylvania,state,R,Ways and Means
"Kelly, Robin",https://robinkelly.house.gov/,Illinois 2nd,Illinois,state,D,Energy and Commerce
"Kelly, Trent",https://trentkelly.house.gov/,Mississippi 1st,Mississippi,state,R,Agriculture|Armed Services|Intelligence
"Kennedy, Mike",https://mikekennedy.house.gov/,Utah 3rd,Utah,state,R,"Natural Resources|Transportation and Infrastructure|Science, Space, and Technology"
"Kennedy, Timothy",https://kennedy.house.gov,New York 26th,New York,state,D,Homeland Security|Veterans' Affairs
"Khanna, Ro",https://khanna.house.gov,California 17th,California,state,D,Armed Services|Oversight and Government Reform|Select Comm on the Strategic Competition US and China
"Kiggans, Jennifer",https://kiggans.house.gov,Virginia 2nd,Virginia,state,R,Armed Services|Natural Resources|Veterans' Affairs
"Kiley, Kevin",https://kiley.house.gov,California 3rd,California,state,R,Education and Workforce|Judiciary|Transportation and Infrastructure
"Kim, Young",https://youngkim.house.gov,California 40th,California,state,R,Financial Services|Foreign Affairs|Select Comm on the Strategic Competition US and China
"King-Hinds, Kimberlyn",https://king-hinds.house.gov/,Northern Mariana Islands Delegate,Northern Mariana Islands,us_territories,R,Transportation and Infrastructure|Small Business|Veterans' Affairs
"Knott, Brad",https://knott.house.gov/,North Carolina 13th,North Carolina,state,R,Homeland Security|Judiciary|Transportation and Infrastructure|Ethics
